id,crash,timestamp,bet_sum,player_count
7212499,1.82,1714643273,1374,17
7212498,3.46,1714643244,666,18
7212497,8.11,1714643201,1343,19
7212496,1.08,1714643192,746,17
7212495,6.38,1714643153,739,19
7212494,2.03,1714643133,793,18
7212493,2.72,1714643108,906,16
7212492,69.3,1714643030,1809,19
7212491,1.59,1714643014,1304,17
7212490,1.36,1714643001,1903,17
7212489,4.9,1714642966,1056,18
7212488,1.33,1714642953,622,16
7212487,19.89,1714642895,755,19
7212486,2.07,1714642875,2363,18
7212485,1.18,1714642864,1014,17
7212484,1.87,1714642846,957,17
7212483,4.46,1714642813,617,16
7212482,16.2,1714642758,628,17
7212481,478.55,1714642647,1809,20
7212480,1.27,1714642635,1022,18
7212479,2.88,1714642610,19020,21
7212478,1.22,1714642598,10071,21
7212477,1.9,1714642579,5927,20
7212476,1.59,1714642564,3358,21
7212475,1.66,1714642547,1985,21
7212474,1.73,1714642530,1258,21
7212473,1.9,1714642511,880,19
7212472,8.95,1714642466,3400,20
7212471,1.16,1714642456,2000,21
7212470,1.35,1714642443,1201,19
7212469,1.12,1714642433,796,18
7212468,2.9,1714642407,1927,19
7212467,1.0,1714642399,1170,18
7212466,1.1,1714642389,769,17
7212465,5.86,1714642351,1540,19
7212464,1.13,1714642341,1146,20
7212463,2.36,1714642319,1186,19
7212462,1.82,1714642301,974,18
7212461,10.56,1714642253,2003,19
7212460,1.06,1714642244,981,19
7212459,3.11,1714642217,1918,20
7212458,1.41,1714642203,1478,21
7212457,2.53,1714642180,3127,20
7212456,2.0,1714642160,1323,21
7212455,1.86,1714642142,1984,20
7212454,4.88,1714642107,1624,21
7212453,2.99,1714642081,1883,21
7212452,5.21,1714642045,1116,22
7212451,2.05,1714642025,2358,22
7212450,4.19,1714641993,3343,22
7212449,1.01,1714641985,2757,21
7212448,8.38,1714641942,16292,20
7212447,1.72,1714641924,10394,21
7212446,1.22,1714641913,9965,22
7212445,1.06,1714641904,6470,22
7212444,1.06,1714641895,2541,20
7212443,1.38,1714641881,5154,21
7212442,3.77,1714641851,3901,20
7212441,3.21,1714641824,18952,22
7212440,1.54,1714641808,12023,23
7212439,1.41,1714641794,5637,22
7212438,1.27,1714641782,7854,24
7212437,1.95,1714641763,3318,19
7212436,3.26,1714641735,15025,22
7212435,1.29,1714641723,8992,22
7212434,1.58,1714641707,3517,21
7212433,1.41,1714641693,1877,20
7212432,1.0,1714641685,1139,20
7212431,1.58,1714641669,920,19
7212430,4.19,1714641637,2724,22
7212429,1.36,1714641624,2694,22
7212428,2.19,1714641603,1178,21
7212427,2.41,1714641580,4354,21
7212426,1.47,1714641566,4957,19
7212425,21.54,1714641507,2085,20
7212424,2.47,1714641483,22548,20
7212423,1.83,1714641465,15927,22
7212422,1.39,1714641452,7070,21
7212421,1.34,1714641439,8312,20
7212420,1.11,1714641429,8505,21
7212419,1.63,1714641412,6786,21
7212418,1.6,1714641396,3225,20
7212417,4.21,1714641364,3178,19
7212416,3.75,1714641334,3686,21
7212415,1.49,1714641320,3358,22
7212414,2.2,1714641298,1669,21
7212413,1.94,1714641279,1273,19
7212412,3.62,1714641250,1186,20
7212411,2.53,1714641226,644,19
7212410,18.79,1714641169,1093,22
7212409,2.14,1714641149,3641,20
7212408,0.0,1714641141,3289,22
7212407,3.63,1714641111,1712,21
7212406,2.54,1714641087,23013,21
7212405,1.22,1714641076,10215,22
7212404,1.91,1714641057,6037,21
7212403,1.57,1714641041,3257,21
7212402,1.15,1714641031,4249,22
7212401,1.06,1714641022,5579,22
7212400,1.17,1714641011,3985,20
7212399,3.64,1714640981,1283,19
7212398,140.4,1714640891,684,20
7212397,2.54,1714640867,1446,20
7212396,3.1,1714640840,660,19
7212395,16.17,1714640786,6400,19
7212394,42.78,1714640715,3261,21
7212393,1.47,1714640701,1821,21
7212392,1.66,1714640684,6183,24
7212391,1.77,1714640667,3340,21
7212390,6.93,1714640626,13172,22
7212389,1.54,1714640611,6702,22
7212388,1.14,1714640601,3961,22
7212387,2.27,1714640579,20621,22
7212386,1.98,1714640560,22057,20
7212385,1.01,1714640551,13074,21
7212384,1.25,1714640539,9420,23
7212383,1.34,1714640526,6192,22
7212382,1.11,1714640516,4570,23
7212381,1.43,1714640502,1301,21
7212380,1.22,1714640491,700,18
7212379,3.46,1714640462,3194,20
7212378,3.25,1714640434,1437,19
7212377,3.64,1714640405,1179,21
7212376,1.05,1714640396,742,21
7212375,2.3,1714640374,680,19
7212374,155.58,1714640282,3602,21
7212373,1.51,1714640267,3153,20
7212372,3.97,1714640236,5813,22
7212371,1.5,1714640221,1832,21
7212370,1.74,1714640203,966,18
7212369,1.65,1714640187,669,19
7212368,74.57,1714640107,1008,20
7212367,5.89,1714640070,3545,22
7212366,2.24,1714640048,1066,20
7212365,6.33,1714640009,4554,23
7212364,1.26,1714639997,4019,21
