id,crash,timestamp,bet_sum,player_count
7220765,2.8,1714846799,11504,-1
7220764,1.45,1714846785,4286,-1
7220763,1.21,1714846773,2200,-1
7220762,1.04,1714846764,1278,-1
7220761,1.23,1714846753,1389,-1
7220760,8.53,1714846709,11513,-1
7220759,1.19,1714846698,1968,-1
7220758,23.44,1714846637,1448,-1
7220757,1.39,1714846624,1542,-1
7220756,4.42,1714846591,12253,-1
7220755,1.32,1714846578,11546,-1
7220754,1.07,1714846569,1861,-1
7220753,2.97,1714846543,1634,-1
7220752,24.9,1714846481,3223,-1
7220751,2.41,1714846458,2999,-1
7220750,116.03,1714846371,7635,-1
7220749,11.17,1714846323,3168,-1
7220748,27.53,1714846260,3674,-1
7220747,4.47,1714846227,1522,-1
7220746,2.68,1714846202,1426,-1
7220745,1.03,1714846193,1412,-1
7220744,2.12,1714846173,1300,-1
7220743,1.58,1714846157,2074,-1
7220742,48.92,1714846084,1252,-1
7220741,7.79,1714846042,708,-1
7220740,8.28,1714845999,2242,-1
7220739,1.12,1714845989,1305,-1
7220738,12.39,1714845939,1187,-1
7220737,1.18,1714845928,1272,-1
7220736,7.73,1714845886,19961,-1
7220735,1.61,1714845870,720,-1
7220734,4.42,1714845837,1213,-1
7220733,1.35,1714845824,1001,-1
7220732,2.03,1714845804,3094,-1
7220731,3.88,1714845773,2197,-1
7220730,2.73,1714845748,7549,-1
7220729,1.05,1714845739,1458,-1
7220728,1.6,1714845723,2254,-1
7220727,2.81,1714845698,2962,-1
7220726,14.43,1714845646,3147,-1
7220725,2.24,1714845624,4247,-1
7220724,12.32,1714845574,3659,-1
7220723,9.29,1714845529,1713,-1
7220722,61.79,1714845452,3316,-1
7220721,1.23,1714845441,2192,-1
7220720,4.01,1714845409,5392,-1
7220719,2.57,1714845386,3062,-1
7220718,2.17,1714845365,3950,-1
7220717,6.11,1714845326,6771,-1
7220716,4.09,1714845295,49059,-1
7220715,0.0,1714845287,26112,-1
7220714,1.05,1714845278,42308,-1
7220713,1.9,1714845259,36206,-1
7220712,1.04,1714845250,33861,-1
7220711,1.12,1714845240,41709,-1
7220710,2.63,1714845216,21182,-1
7220709,1.35,1714845203,15029,-1
7220708,1.35,1714845190,14706,-1
7220707,1.12,1714845180,7424,-1
7220706,1.17,1714845169,1875,-1
7220705,1.2,1714845158,1866,-1
7220704,2.64,1714845133,7461,-1
7220703,1.06,1714845124,1988,-1
7220702,1.5,1714845109,1532,-1
7220701,3.7,1714845080,40301,-1
7220700,1.7,1714845063,28185,-1
7220699,1.36,1714845049,29534,-1
7220698,2.31,1714845027,27816,-1
7220697,1.17,1714845017,32910,-1
7220696,1.04,1714845008,28605,-1
7220695,2.51,1714844984,7093,-1
7220694,1.07,1714844975,73696,-1
7220693,1.28,1714844963,65545,-1
7220692,1.36,1714844949,5307,-1
7220691,5.81,1714844912,29372,-1
7220690,1.64,1714844896,27032,-1
7220689,1.27,1714844884,3193,-1
7220688,4.47,1714844851,2250,-1
7220687,8.95,1714844806,1356,-1
7220686,2.41,1714844783,26160,-1
7220685,1.05,1714844774,1989,-1
7220684,19.77,1714844717,1470,-1
7220683,7.89,1714844674,32129,-1
7220682,1.71,1714844657,28730,-1
7220681,1.24,1714844645,1411,-1
7220680,1.69,1714844628,1562,-1
7220679,12.83,1714844578,7827,-1
7220678,1.11,1714844568,6449,-1
7220677,1.43,1714844554,37912,-1
7220676,2.08,1714844534,18180,-1
7220675,36.2,1714844466,9461,-1
7220674,3.94,1714844435,5087,-1
7220673,3.05,1714844408,3151,-1
7220672,1.02,1714844400,2242,-1
7220671,6.11,1714844362,4297,-1
7220670,1.83,1714844343,2184,-1
7220669,1.76,1714844326,1253,-1
7220668,1.01,1714844317,2044,-1
7220667,330.7,1714844213,3611,-1
7220666,2.2,1714844192,1579,-1
7220665,1.24,1714844180,2317,-1
7220664,2.05,1714844160,1601,-1
7220663,3.32,1714844132,15201,-1
7220662,1.01,1714844123,1472,-1
7220661,1.83,1714844105,2209,-1
7220660,12.34,1714844055,4019,-1
7220659,2.02,1714844035,2478,-1
7220658,1.88,1714844017,1485,-1
7220657,1.54,1714844001,2189,-1
7220656,2.57,1714843978,1347,-1
7220655,16.7,1714843923,4353,-1
7220654,1.59,1714843907,2275,-1
7220653,1.03,1714843898,1360,-1
7220652,1.05,1714843889,1102,-1
7220651,4.18,1714843857,2840,-1
7220650,1.2,1714843846,1385,-1
7220649,4.7,1714843812,5994,-1
7220648,1.98,1714843793,4403,-1
7220647,1.53,1714843778,2509,-1
7220646,1.35,1714843764,6562,-1
7220645,1.23,1714843753,1184,-1
7220644,2.74,1714843728,10318,-1
7220643,1.64,1714843712,2282,-1
7220642,8.95,1714843667,1330,-1
7220641,1.28,1714843655,2914,-1
7220640,3.03,1714843628,4229,-1
7220639,1.02,1714843620,3783,-1
7220638,6.44,1714843581,2342,-1
7220637,1.66,1714843564,1441,-1
7220636,1.4,1714843550,3064,-1
7220635,349.32,1714843445,8061,-1
7220634,1.09,1714843435,4012,-1
7220633,1.18,1714843424,2251,-1
7220632,1.21,1714843413,1197,-1
7220631,1.09,1714843403,2882,-1
7220630,295.56,1714843301,2433,-1
7220629,1.86,1714843282,3628,-1
7220628,2.68,1714843258,2643,-1
7220627,1.61,1714843242,1660,-1
7220626,1.31,1714843229,3240,-1
7220625,2.74,1714843204,1547,-1
7220624,1.42,1714843190,3416,-1
7220623,2.52,1714843167,6676,-1
7220622,3.0,1714843140,6218,-1
7220621,1.38,1714843127,2372,-1
7220620,1.71,1714843110,3505,-1
7220619,1.43,1714843096,4057,-1
7220618,9.51,1714843050,2352,-1
7220617,6.05,1714843012,1539,-1
7220616,3.9,1714842981,1252,-1
7220615,2.44,1714842958,1072,-1
7220614,7.25,1714842917,8401,-1
7220613,1.18,1714842906,4200,-1
7220612,1.09,1714842897,2416,-1
7220611,1.22,1714842885,1635,-1
7220610,1.16,1714842875,1518,-1
7220609,11.37,1714842826,2333,-1
7220608,2.36,1714842804,1347,-1
7220607,30.92,1714842738,1258,-1
7220606,6.12,1714842700,2472,-1
7220605,1.4,1714842686,1753,-1
7220604,0.0,1714842678,2057,-1
7220603,4.13,1714842647,2446,-1
7220602,6.66,1714842607,1641,-1
7220601,13.83,1714842555,1001,-1
7220600,5.32,1714842519,43151,-1
7220599,1.1,1714842510,26028,-1
7220598,1.67,1714842493,8286,-1
7220597,1.67,1714842476,4413,-1
7220596,1.22,1714842465,2703,-1
7220595,1.07,1714842456,1681,-1
7220594,1.84,1714842437,1384,-1
7220593,2.93,1714842411,2824,-1
7220592,1.02,1714842403,3058,-1
7220591,1.76,1714842385,1192,-1
7220590,18.85,1714842328,7709,-1
7220589,1.59,1714842313,4338,-1
7220588,1.11,1714842303,2062,-1
7220587,1.34,1714842290,1785,-1
7220586,2.32,1714842267,2022,-1
7220585,7.08,1714842227,3313,-1
7220584,2.45,1714842204,2854,-1
7220583,6.2,1714842165,1679,-1
7220582,3.49,1714842136,4852,-1
7220581,1.84,1714842118,2391,-1
7220580,1.39,1714842105,2384,-1
7220579,2.87,1714842079,4080,-1
7220578,1.79,1714842061,2536,-1
7220577,9.44,1714842016,4626,-1
7220576,1.27,1714842004,3434,-1
7220575,2.22,1714841982,15696,-1
7220574,1.21,1714841971,7114,-1
7220573,1.4,1714841957,3666,-1
7220572,1.8,1714841939,2237,-1
7220571,1.39,1714841926,1443,-1
7220570,1.98,1714841906,2660,-1
7220569,7.78,1714841864,1380,-1
7220568,1.22,1714841852,2364,-1
7220567,3.72,1714841822,1772,-1
7220566,2.11,1714841802,1730,-1
7220565,10.16,1714841755,1311,-1
7220564,2.36,1714841733,1738,-1
7220563,2.8,1714841708,2109,-1
7220562,3.85,1714841677,5874,-1
7220561,2.15,1714841656,3968,-1
7220560,2.39,1714841634,5819,-1
7220559,1.84,1714841615,3366,-1
7220558,1.19,1714841604,2245,-1
7220557,1.11,1714841594,1658,-1
7220556,2.77,1714841569,2672,-1
7220555,1.11,1714841560,1681,-1
7220554,1.3,1714841547,2220,-1
7220553,2.33,1714841525,2836,-1
7220552,1.05,1714841516,1647,-1
7220551,1.57,1714841500,1475,-1
7220550,3.17,1714841473,1539,-1
7220549,1.6,1714841457,1751,-1
7220548,2.93,1714841431,1343,-1
7220547,2.14,1714841410,1315,-1
7220546,7.83,1714841368,5285,-1
7220545,3.27,1714841340,2750,-1
7220544,2.03,1714841320,1935,-1
7220543,2.93,1714841294,2272,-1
7220542,2.52,1714841271,8501,-1
7220541,1.18,1714841260,4182,-1
7220540,1.12,1714841250,2687,-1
7220539,1.2,1714841239,1698,-1
7220538,1.48,1714841224,1826,-1
7220537,2.52,1714841200,2284,-1
7220536,1.01,1714841192,1893,-1
7220535,1.71,1714841175,1725,-1
7220534,5.53,1714841138,1595,-1
7220533,1.03,1714841130,1624,-1
7220532,10.37,1714841083,1291,-1
7220531,5.49,1714841046,2129,-1
7220530,1.1,1714841037,1425,-1
7220529,1.94,1714841017,973,-1
7220528,16.83,1714840962,2003,-1
7220527,1.23,1714840951,1461,-1
7220526,2.75,1714840926,1195,-1
7220525,1.02,1714840917,1260,-1
7220524,8.47,1714840874,785,-1
7220523,2.06,1714840854,920,-1
7220522,7.56,1714840812,1448,-1
7220521,2.33,1714840790,1573,-1
7220520,2.33,1714840767,1589,-1
7220519,1.52,1714840752,1168,-1
7220518,4.18,1714840720,1466,-1
7220517,1.62,1714840704,995,-1
7220516,4.24,1714840672,1389,-1
7220515,1.44,1714840658,884,-1
7220514,3.94,1714840627,865,-1
7220513,3.42,1714840599,2343,-1
7220512,1.53,1714840583,1286,-1
7220511,1.28,1714840571,793,-1
7220510,8.34,1714840528,2819,-1
7220509,1.2,1714840516,1571,-1
7220508,1.34,1714840503,877,-1
7220507,2.55,1714840480,2086,-1
7220506,1.45,1714840465,1820,-1
7220505,1.28,1714840453,2236,-1
7220504,3.06,1714840426,1942,-1
7220503,1.93,1714840407,1136,-1
7220502,3.51,1714840378,2527,-1
7220501,1.22,1714840367,1642,-1
7220500,1.79,1714840349,1335,-1
7220499,12.91,1714840299,1220,-1
7220498,2.58,1714840275,1179,-1
7220497,3.88,1714840244,1579,-1
7220496,10.35,1714840197,6581,-1
7220495,2.51,1714840174,2608,-1
7220494,1.36,1714840160,3878,-1
7220493,1.06,1714840151,3417,-1
7220492,3.18,1714840124,1916,-1
7220491,2.09,1714840103,3212,-1
7220490,1.09,1714840094,2457,-1
7220489,1.03,1714840085,1619,-1
7220488,22.77,1714840025,1828,-1
7220487,1.4,1714840011,1232,-1
7220486,7.21,1714839970,1715,-1
7220485,6.64,1714839931,1553,-1
7220484,1.45,1714839917,1094,-1
7220483,5.3,1714839881,9017,-1
7220482,1.07,1714839871,4777,-1
7220481,1.4,1714839858,3499,-1
7220480,1.63,1714839841,1883,-1
7220479,1.11,1714839831,996,-1
7220478,2.26,1714839810,1323,-1
7220477,0.0,1714839802,882,-1
7220476,45.67,1714839730,881,-1
7220475,73.36,1714839650,4435,-1
7220474,1.03,1714839642,2057,-1
7220473,0.0,1714839634,1404,-1
7220472,1.11,1714839624,1166,-1
