gameId,crash
5963374,1.46
5963375,1.27
5963376,1.88
5963377,1.51
5963378,1.36
5963379,1.42
5963380,1.11
5963381,1.28
5963382,1.13
5963383,1.13
5963384,1.02
5963385,1.19
5963386,2.77
5963387,1.1
5963388,1.03
5963389,1.94
5963390,1.12
5963391,1.28
5963392,3.72
5963393,1.84
5963394,4.4
5963395,27.25
5963396,1.8
5963397,1.14
5963398,1.19
5963399,2.78
5963400,2.22
5963401,1.41
5963402,8.44
5963403,2.35
5963404,1.92
5963405,4.99
5963406,1.03
5963407,1.58
5963408,1.11
5963409,2.33
5963410,1.7
5963411,1.13
5963412,1.4
5963413,1.22
5963414,3.72
5963415,17.98
5963416,1.16
5963417,1.54
5963418,1.03
5963419,1.26
5963420,1.6
5963421,1.06
5963422,1.38
5963423,6.34
5963424,1.11
5963425,1.87
5963426,7.1
5963427,2.58
5963428,2.78
5963429,6.11
5963430,1.04
5963431,4.6
5963432,2.62
5963433,1
5963434,48.39
5963435,1.33
5963436,1.63
5963437,3.36
5963438,1.12
5963439,1.31
5963440,11.02
5963441,15.52
5963442,1.47
5963443,1.17
5963444,1.55
5963445,1.85
5963446,1.92
5963447,3.22
5963448,1.39
5963449,1.47
5963450,1.08
5963451,1.1
5963452,16.95
5963453,1.26
5963454,3.6
5963455,1.33
5963456,2.05
5963457,1.68
5963458,1
5963459,1.05
5963460,17.46
5963461,1.05
5963462,1.82
5963463,1.04
5963464,1.92
5963465,89.99
5963466,2.71
5963467,1.33
5963468,1.89
5963469,3.32
5963470,1.17
5963471,1.62
5963472,1.95
5963473,1.72
5963474,12.49
5963475,9.03
5963476,1.26
5963477,1.04
5963478,19.79
5963479,2.02
5963480,1.14
5963481,7.31
5963482,2.32
5963483,1.3
5963484,1.41
5963485,2.5
5963486,1.23
5963487,3.56
5963488,1.26
5963489,4.44
5963490,1.89
5963491,2.84
5963492,1.03
5963493,2.39
5963494,32.61
5963495,1.63
5963496,1.77
5963497,1.63
5963498,20.79
5963499,1.93
5963500,1.13
5963501,2.01
5963502,1.91
5963503,5.92
5963504,4.31
5963505,6.3
5963506,4.98
5963507,1.98
5963508,1.33
5963509,2.97
5963510,1.27
5963511,1.19
5963512,3.45
5963513,1.6
5963514,1.02
5963515,1.03
5963516,35.5
5963517,39.77
5963518,8.19
5963519,6.31
5963520,2.31
5963521,1.05
5963522,1.12
5963523,2.2
5963524,4.31
5963525,7.57
5963526,3.78
5963527,9.23
5963528,5.85
5963529,1.88
5963530,5.14
5963531,4.53
5963532,2.48
5963533,1.25
5963534,1.52
5963535,1.18
5963536,1.26
5963537,2.33
5963538,1.76
5963539,4.74
5963540,2.07
5963541,1.01
5963542,3.2
5963543,2.04
5963544,1.39
5963545,8.43
5963546,6.09
5963547,1.26
5963548,1.07
5963549,1.93
5963550,1.58
5963551,25.39
5963552,1.12
5963553,7.07
5963554,84.26
5963555,1.89
5963556,1114.67
5963557,1.17
5963558,1.72
5963559,1.6
5963560,3.27
5963561,2.36
5963562,2.23
5963563,1.12
5963564,1.14
5963565,2.67
5963566,1.52
5963567,3.13
5963568,8.23
5963569,0
5963570,1.49
5963571,4.79
5963572,1.39
5963573,1.35
5963574,1.88
5963575,1.04
5963576,5.55
5963577,2.17
5963578,1.09
5963579,41.37
5963580,2.4
5963581,4.85
5963582,18.97
5963583,1.58
5963584,1.51
5963585,1.59
5963586,1.28
5963587,1.93
5963588,1
5963589,3.23
5963590,1.54
5963591,6.36
5963592,1.39
5963593,3.96
5963594,2.26
5963595,1.02
5963596,1.03
5963597,2.32
5963598,3.47
5963599,1.69
5963600,4.23
5963601,1.05
5963602,2.88
5963603,2.69
5963604,1.68
5963605,1.14
5963606,1.02
5963607,2.22
5963608,1.01
5963609,10.17
5963610,1.43
5963611,4.5
5963612,1.66
5963613,9.48
5963614,1.57
5963615,23.75
5963616,32.48
5963617,7.43
5963618,8.48
5963619,1.2
5963620,3.25
5963621,83.25
5963622,1.41
5963623,1.86
5963624,1.01
5963625,7.99
5963626,1.92
5963627,1.24
5963628,0
5963629,21.42
5963630,1
5963631,17.75
5963632,7.37
5963633,1.53
5963634,2.56
5963635,1.2
5963636,1.13
5963637,1.73
5963638,1.98
5963639,3.7
5963640,2.12
5963641,0
5963642,3.4
5963643,1.14
5963644,1.16
5963645,1.16
5963646,2.98
5963647,9.91
5963648,4.29
5963649,1.07
5963650,1.78
5963651,1.47
5963652,1.3
5963653,1.06
5963654,2.34
5963655,2.87
5963656,2.76
5963657,2.44
5963658,1
5963659,1.74
5963660,13.91
5963661,3.93
5963662,1.03
5963663,1.65
5963664,2.64
5963665,2.07
5963666,1.37
5963667,3.56
5963668,2.51
5963669,6.07
5963670,8.4
5963671,1.4
5963672,13.21
5963673,5.93
5963674,1.29
5963675,1.03
5963676,6.76
5963677,1.01
5963678,1.35
5963679,7.44
5963680,1.14
5963681,1.3
5963682,2.3
5963683,3.01
5963684,2.42
5963685,9.22
5963686,2.13
5963687,1.1
5963688,1.99
5963689,4.02
5963690,1.92
5963691,2.29
5963692,1.36
5963693,1.5
5963694,1.25
5963695,1.77
5963696,1.46
5963697,1.07
5963698,1.47
5963699,4.62
5963700,1.51
5963701,4.68
5963702,5.21
5963703,4.57
5963704,1.23
5963705,4.02
5963706,33.04
5963707,1.36
5963708,2.11
5963709,1.6
5963710,2.55
5963711,13.26
5963712,4.12
5963713,1.26
5963714,14.81
5963715,1.17
5963716,3.15
5963717,2.02
5963718,11.44
5963719,5.14
5963720,1.07
5963721,11.12
5963722,1.66
5963723,3.99
5963724,1.05
5963725,1.96
5963726,1.05
5963727,2.42
5963728,2.3
5963729,1.64
5963730,20.31
5963731,1.51
5963732,1.69
5963733,1.63
5963734,2.84
5963735,4.81
5963736,1.02
5963737,1.03
5963738,2.12
5963739,1.22
5963740,10.92
5963741,2.01
5963742,1.88
5963743,10.17
5963744,1.05
5963745,1.42
5963746,4.8
5963747,2.38
5963748,1.21
5963749,1.02
5963750,3.78
5963751,2.96
5963752,1.95
5963753,20.15
5963754,10.12
5963755,2.48
5963756,1.56
5963757,10.25
5963758,1.44
5963759,1.42
5963760,83.79
5963761,1.02
5963762,1.84
5963763,50.83
5963764,1.89
5963765,1.01
5963766,1.15
5963767,2.86
5963768,25.87
5963769,1.51
5963770,1.27
5963771,1.27
5963772,1.13
5963773,2.05
5963774,3.03
5963775,5.74
5963776,1.04
5963777,1.31
5963778,1.08
5963779,1.08
5963780,2.35
5963781,4.31
5963782,1.41
5963783,1.8
5963784,1.29
5963785,14.7
5963786,1.89
5963787,1.32
5963788,1.07
5963789,2.53
5963790,1.96
5963791,1.35
5963792,1.31
5963793,1.82
5963794,2.1
5963795,1.01
5963796,2.06
5963797,6.06
5963798,35.95
5963799,4.83
5963800,1.89
5963801,1.15
5963802,2.04
5963803,1.2
5963804,1.33
5963805,1.15
5963806,3.95
5963807,2.14
5963808,1.89
5963809,3.92
5963810,2.9
5963811,1.85
5963812,1.2
5963813,17.63
5963814,1.98
5963815,2.37
5963816,10.09
5963817,8.29
5963818,1.14
5963819,5.75
5963820,1.16
5963821,1.21
5963822,2.15
5963823,1.03
5963824,134.62
5963825,11.03
5963826,2.4
5963827,1.17
5963828,1.27
5963829,3.54
5963830,1.28
5963831,1.38
5963832,1.59
5963833,1.54
5963834,1.69
5963835,3.84
5963836,2.04
5963837,3.65
5963838,1.4
5963839,5.15
5963840,1.04
5963841,1.82
5963842,3.17
5963843,1.08
5963844,2.49
5963845,2.64
5963846,2.04
5963847,2.05
5963848,6.19
5963849,1.78
5963850,5.12
5963851,1.07
5963852,1.66
5963853,7.6
5963854,1.56
5963855,1.28
5963856,1.42
5963857,1.1
5963858,1
5963859,5.45
5963860,4.3
5963861,1.49
5963862,41.71
5963863,4.4
5963864,1.48
5963865,1.09
5963866,3.31
5963867,3.25
5963868,4.08
5963869,1.82
5963870,1.98
5963871,1.25
5963872,1.03
5963873,1.72
5963874,2.98
5963875,3.69
5963876,12.24
5963877,5.1
5963878,1.46
5963879,1.04
5963880,5.37
5963881,3.63
5963882,1.12
5963883,2.33
5963884,0
5963885,2.52
5963886,1.46
5963887,1.13
5963888,1.08
5963889,2.09
5963890,1.63
5963891,2.25
5963892,3.63
5963893,1.08
5963894,1.74
5963895,1.15
5963896,11.02
5963897,2.34
5963898,1.11
5963899,3.14
5963900,2.27
5963901,1.25
5963902,1.05
5963903,1.08
5963904,3.71
5963905,2.19
5963906,1.16
5963907,0
5963908,2.17
5963909,84.16
5963910,12.55
5963911,3
5963912,1.36
5963913,1.84
5963914,1.58
5963915,1.25
5963916,1.16
5963917,9.4
5963918,12.9
5963919,4.62
5963920,1.12
5963921,67.38
5963922,1.01
5963923,1.27
5963924,7.11
5963925,1.04
5963926,2.98
5963927,1.39
5963928,1.61
5963929,0
5963930,2.33
5963931,8.01
5963932,15.96
5963933,1.28
5963934,2.79
5963935,2.99
5963936,1.28
5963937,1.96
5963938,2.54
5963939,63.05
5963940,7.11
5963941,1.8
5963942,4.52
5963943,2.17
5963944,1.47
5963945,1.41
5963946,1.37
5963947,1.94
5963948,1.57
5963949,1.75
5963950,1.05
5963951,13.44
5963952,2.96
5963953,1.01
5963954,1.75
5963955,5.16
5963956,3.94
5963957,3.44
5963958,1.33
5963959,1.76
5963960,9.7
5963961,3.43
5963962,3.93
5963963,1.34
5963964,163.07
5963965,1.37
5963966,3.05
5963967,414.48
5963968,2.2
5963969,1.46
5963970,1.12
5963971,3.71
5963972,4.01
5963973,1.91
5963974,1.01
5963975,5.75
5963976,9.81
5963977,1.78
5963978,3.88
5963979,4.52
5963980,1.32
5963981,1.35
5963982,261.78
5963983,1.01
5963984,1.27
5963985,1.05
5963986,2.46
5963987,0
5963988,1.28
5963989,9.04
5963990,23.38
5963991,9.58
5963992,1.55
5963993,3.34
5963994,4.43
5963995,4.18
5963996,1.19
5963997,5.63
5963998,13.18
5963999,1.01
5964000,1.21
5964001,1.69
5964002,3.8
5964003,2.39
5964004,1.88
5964005,1.79
5964006,1.2
5964007,4.07
5964008,3.52
5964009,14.66
5964010,10.3
5964011,1.02
5964012,6.23
5964013,5.86
5964014,3.71
5964015,1.44
5964016,1.26
5964017,55.21
5964018,4.24
5964019,4.24
5964020,1.22
5964021,2.6
5964022,1.86
5964023,1.05
5964024,1.02
5964025,2.26
5964026,1.48
5964027,8.16
5964028,1.95
5964029,32.01
5964030,13.98
5964031,1.46
5964032,4.89
5964033,3.9
5964034,1.55
5964035,1.03
5964036,0
5964037,2.79
5964038,1.09
5964039,4.84
5964040,1.66
5964041,3.36
5964042,1.19
5964043,1.4
5964044,6.33
5964045,1.54
5964046,3.14
5964047,1.04
5964048,2.83
5964049,13.88
5964050,2.18
5964051,1.22
5964052,2.21
5964053,4.76
5964054,2.26
5964055,2.49
5964056,5.16
5964057,3.66
5964058,1.7
5964059,1.5
5964060,14.07
5964061,1.35
5964062,2.25
5964063,2.07
5964064,14.56
5964065,1.08
5964066,2.28
5964067,1.45
5964068,1.49
5964069,1.49
5964070,3.78
5964071,1.38
5964072,13.11
5964073,1.25
5964074,1.19
5964075,1.16
5964076,2.56
5964077,1.16
5964078,2.8
5964079,1.92
5964080,4.43
5964081,17.32
5964082,1.28
5964083,2.97
5964084,1.39
5964085,6.62
5964086,1.68
5964087,6.51
5964088,10.53
5964089,2.16
5964090,1.66
5964091,3.37
5964092,23.03
5964093,55.84
5964094,3.36
5964095,3.3
5964096,2.85
5964097,2.67
5964098,2.68
5964099,4.41
5964100,0
5964101,4.41
5964102,1.34
5964103,1.79
5964104,1.04
5964105,1.32
5964106,2.73
5964107,1.31
5964108,3.42
5964109,2.79
5964110,1.85
5964111,2.4
5964112,1.79
5964113,1.51
5964114,8.65
5964115,4.51
5964116,1.09
5964117,29.49
5964118,1.11
5964119,2.38
5964120,1.5
5964121,2.14
5964122,1.05
5964123,17.53
5964124,2.92
5964125,1.3
5964126,4.07
5964127,1.99
5964128,3.45
5964129,3.54
5964130,7.53
5964131,1.64
5964132,1.19
5964133,42.74
5964134,1.19
5964135,1.62
5964136,3.35
5964137,2.16
5964138,1.29
5964139,4.04
5964140,2.31
5964141,4.66
5964142,2.19
5964143,2.16
5964144,3.53
5964145,1.09
5964146,1.38
5964147,10.68
5964148,2.86
5964149,9.36
5964150,1.57
5964151,1.65
5964152,1.3
5964153,11.66
5964154,2
5964155,1.56
5964156,2.18
5964157,23.14
5964158,1.57
5964159,15.62
5964160,1.19
5964161,1.03
5964162,1.69
5964163,2.7
5964164,4.49
5964165,2.48
5964166,1.04
5964167,1.62
5964168,2.16
5964169,1.56
5964170,1.02
5964171,2.21
5964172,1.21
5964173,1.31
5964174,1.52
5964175,2.66
5964176,5.29
5964177,2.22
5964178,17.37
5964179,1.14
5964180,4.01
5964181,2.82
5964182,8.87
5964183,1.08
5964184,6.47
5964185,1.07
5964186,2.08
5964187,11.44
5964188,2.03
5964189,1.32
5964190,1.96
5964191,2.02
5964192,2.04
5964193,1.58
5964194,3.98
5964195,1.34
5964196,2.97
5964197,1.71
5964198,1
5964199,1.25
5964200,1.27
5964201,1.31
5964202,3.25
5964203,577.59
5964204,1.42
5964205,1.24
5964206,5.79
5964207,2.04
5964208,1.08
5964209,1.94
5964210,2.89
5964211,1.86
5964212,5.86
5964213,8.81
5964214,1.31
5964215,1.74
5964216,1.4
5964217,3.05
5964218,1.48
5964219,2.27
5964220,1.95
5964221,1.39
5964222,2.29
5964223,1.96
5964224,2.03
5964225,3.74
5964226,6.85
5964227,2.18
5964228,1.7
5964229,1.32
5964230,1.19
5964231,1.51
5964232,2
5964233,1.12
5964234,1.94
5964235,29.24
5964236,1.69
5964237,1.27
5964238,38.65
5964239,1.48
5964240,2.1
5964241,8.21
5964242,19.05
5964243,7.66
5964244,2.32
5964245,4.23
5964246,1.12
5964247,4.08
5964248,5.71
5964249,5.35
5964250,1.62
5964251,1.04
5964252,1.74
5964253,1.51
5964254,2.79
5964255,1.27
5964256,9.6
5964257,1.62
5964258,2.23
5964259,5.11
5964260,1.05
5964261,4.97
5964262,1.32
5964263,8.71
5964264,1.79
5964265,1.11
5964266,1.2
5964267,2.34
5964268,2.36
5964269,2.8
5964270,1.5
5964271,1.45
5964272,5.71
5964273,1.21
5964274,1.17
5964275,1.85
5964276,9.02
5964277,13.67
5964278,1.18
5964279,2.2
5964280,7.84
5964281,1.3
5964282,3.87
5964283,4.94
5964284,2.66
5964285,1.01
5964286,6.87
5964287,8.57
5964288,1.09
5964289,1
5964290,2.18
5964291,1.57
5964292,9.03
5964293,2.61
5964294,2.43
5964295,3.85
5964296,9.52
5964297,2
5964298,3.42
5964299,1.11
5964300,1.69
5964301,1.66
5964302,2.84
5964303,3.2
5964304,1.12
5964305,1.14
5964306,2.07
5964307,2.31
5964308,1.38
5964309,1.1
5964310,2.02
5964311,1.1
5964312,0
5964313,1.08
5964314,1.2
5964315,1.31
5964316,3.75
5964317,1.12
5964318,33.33
5964319,1.14
5964320,5.27
5964321,6.25
5964322,1.36
5964323,1.2
5964324,1.34
5964325,1.02
5964326,1.05
5964327,2.63
5964328,1.32
5964329,2.46
5964330,9.95
5964331,1.92
5964332,1.02
5964333,1.31
5964334,10.56
5964335,1.24
5964336,1.07
5964337,1.25
5964338,1.99
5964339,1.75
5964340,4.36
5964341,9.68
5964342,1.5
5964343,1.77
5964344,1.32
5964345,3
5964346,5.94
5964347,1.21
5964348,4.55
5964349,2.24
5964350,1.32
5964351,1.26
5964352,1.01
5964353,1.13
5964354,6.42
5964355,1.12
5964356,1.14
5964357,1.34
5964358,1.03
5964359,2.98
5964360,1.76
5964361,4.35
5964362,25.96
5964363,1.18
5964364,4.63
5964365,1.12
5964366,2.94
5964367,1.05
5964368,2.3
5964369,1.66
5964370,1.13
5964371,1.28
5964372,1.92
5964373,1.32
5964374,1.36
5964375,1.08
5964376,1.32
5964377,13.45
5964378,3.97
5964379,1.23
5964380,57.77
5964381,4.31
5964382,1.29
5964383,32.97
5964384,3.56
5964385,1.51
5964386,4.1
5964387,3.03
5964388,18.82
5964389,1.18
5964390,2.49
5964391,2.82
5964392,5.69
5964393,2.19
5964394,1.69
5964395,3.7
5964396,1.55
5964397,1.8
5964398,1.79
5964399,7.34
5964400,2.98
5964401,2.44
5964402,6.69
5964403,2.05
5964404,2.58
5964405,2.82
5964406,3.89
5964407,1.34
5964408,5.03
5964409,3.87
5964410,2.39
5964411,1.19
5964412,0
5964413,1.93
5964414,1.58
5964415,5.1
5964416,6.72
5964417,1.19
5964418,2.45
5964419,2.56
5964420,1.81
5964421,1.66
5964422,1.54
5964423,6.95
5964424,1.07
5964425,10.74
5964426,44.63
5964427,1.06
5964428,0
5964429,2.08
5964430,1.33
5964431,1.45
5964432,263.06
5964433,1.12
5964434,2.6
5964435,1.06
5964436,1.4
5964437,1.83
5964438,1.21
5964439,3.49
5964440,3.26
5964441,2.85
5964442,1.03
5964443,19.87
5964444,4.07
5964445,3.88
5964446,1.49
5964447,5.56
5964448,3.09
5964449,1.99
5964450,1.26
5964451,10.06
5964452,40.29
5964453,1.1
5964454,1.17
5964455,1.27
5964456,2.06
5964457,2
5964458,8.61
5964459,1.28
5964460,5.2
5964461,1.7
5964462,1.07
5964463,1
5964464,1.18
5964465,48.23
5964466,1.11
5964467,1.61
5964468,18.17
5964469,1.31
5964470,3.76
5964471,3.43
5964472,1.29
5964473,2.13
5964474,1.54
5964475,1.18
5964476,5.76
5964477,9.48
5964478,1.45
5964479,4.86
5964480,1.05
5964481,3.24
5964482,276.46
5964483,529.52
5964484,1.31
5964485,1.29
5964486,2.13
5964487,1.05
5964488,1.31
5964489,2.24
5964490,1.15
5964491,21.14
5964492,8.54
5964493,2.2
5964494,1.13
5964495,2.11
5964496,3.21
5964497,1.35
5964498,1.2
5964499,2.18
5964500,2.86
5964501,1.16
5964502,2.64
5964503,160.91
5964504,1.14
5964505,3.81
5964506,1.6
5964507,1.02
5964508,1.13
5964509,10.86
5964510,1.14
5964511,2.91
5964512,2.47
5964513,1.05
5964514,9.08
5964515,1.02
5964516,1.53
5964517,5.6
5964518,4.02
5964519,1.6
5964520,5.34
5964521,14.33
5964522,1.06
5964523,1.06
5964524,39.04
5964525,1.48
5964526,1.09
5964527,2.52
5964528,2.36
5964529,2.28
5964530,2.21
5964531,9.97
5964532,1.98
5964533,2.23
5964534,1.23
5964535,3.78
5964536,1.45
5964537,3.72
5964538,9.75
5964539,1.43
5964540,1.01
5964541,1.67
5964542,2.99
5964543,1.58
5964544,1.26
5964545,3.94
5964546,6.16
5964547,1.08
5964548,2.03
5964549,5.43
5964550,1.57
5964551,18.98
5964552,5.09
5964553,1.03
5964554,213.31
5964555,1.16
5964556,3.24
5964557,1.72
5964558,1.53
5964559,1.12
5964560,1.93
5964561,10.54
5964562,2.54
5964563,1.22
5964564,1.1
5964565,2.37
5964566,1.23
5964567,4.59
5964568,1.96
5964569,2.15
5964570,4.97
5964571,5.03
5964572,1.36
5964573,2.39
5964574,1.15
5964575,11.03
5964576,1.29
5964577,2.28
5964578,2.82
5964579,1.41
5964580,3.37
5964581,5.27
5964582,1.11
5964583,1.36
5964584,4.87
5964585,1
5964586,1.89
5964587,1.04
5964588,1.23
5964589,2.3
5964590,1.81
5964591,1.92
5964592,3.38
5964593,6.57
5964594,3.77
5964595,3.18
5964596,32.9
5964597,2.76
5964598,1.25
5964599,1.27
5964600,1.72
5964601,1.3
5964602,2.37
5964603,2.24
5964604,7.49
5964605,8.58
5964606,4.78
5964607,3.6
5964608,5.63
5964609,1.6
5964610,1.3
5964611,1.51
5964612,5.57
5964613,25.51
5964614,1.38
5964615,3.28
5964616,3.91
5964617,1.13
5964618,1.47
5964619,1.63
5964620,2.56
5964621,1.25
5964622,35.73
5964623,1.14
5964624,2.17
5964625,1.13
5964626,3.95
5964627,2.87
5964628,1.27
5964629,2.1
5964630,4.43
5964631,2.65
5964632,1.2
5964633,1.45
5964634,2.08
5964635,1.08
5964636,1.8
5964637,1.17
5964638,1.11
5964639,4.49
5964640,6.38
5964641,7.99
5964642,3.69
5964643,0
5964644,7.19
5964645,3.89
5964646,0
5964647,1.88
5964648,1.93
5964649,33.48
5964650,1.52
5964651,1.4
5964652,1.15
5964653,30.66
5964654,1.45
5964655,3.14
5964656,1.72
5964657,2.85
5964658,1.32
5964659,1.64
5964660,1.01
5964661,1.4
5964662,1.52
5964663,7.21
5964664,2.41
5964665,5.51
5964666,1.17
5964667,6.42
5964668,5.09
5964669,2.5
5964670,2.79
5964671,1.13
5964672,23.32
5964673,5.86
5964674,1.07
5964675,4.66
5964676,20.56
5964677,1.35
5964678,1.06
5964679,30.34
5964680,1.03
5964681,8.26
5964682,8.26
5964683,2.16
5964684,1.25
5964685,4.65
5964686,12.48
5964687,8.49
5964688,1.1
5964689,12.94
5964690,4.51
5964691,2.48
5964692,1.82
5964693,2.33
5964694,4.68
5964695,1.39
5964696,2.11
5964697,1.66
5964698,1.1
5964699,0
5964700,1.68
5964701,1.27
5964702,10.19
5964703,1.34
5964704,1.49
5964705,1.78
5964706,7.26
5964707,1.19
5964708,2.98
5964709,1.28
5964710,12.37
5964711,3.87
5964712,3.81
5964713,30.11
5964714,1.04
5964715,23.79
5964716,1.38
5964717,2.19
5964718,2.26
5964719,8.15
5964720,4.19
5964721,2.45
5964722,1.06
5964723,1.21
5964724,1.21
5964725,1.03
5964726,1.18
5964727,1.06
5964728,1.99
5964729,4.72
5964730,5.07
5964731,2.28
5964732,1.27
5964733,1.53
5964734,1.87
5964735,5.17
5964736,1.02
5964737,1.09
5964738,2.46
5964739,1.8
5964740,1.46
5964741,1.19
5964742,0
5964743,3.07
5964744,9.76
5964745,1.74
5964746,1.34
5964747,1.22
5964748,3.58
5964749,11.57
5964750,2.6
5964751,1.6
5964752,1.44
5964753,1
5964754,1.75
5964755,2.1
5964756,2.34
5964757,1.26
5964758,11.9
5964759,3.17
5964760,46.76
5964761,10.63
5964762,2.52
5964763,1.25
5964764,1.8
5964765,3.25
5964766,2.27
5964767,1.36
5964768,1.2
5964769,1.59
5964770,1.4
5964771,1.19
5964772,29.63
5964773,2.04
5964774,7.26
5964775,5
5964776,1.78
5964777,1.03
5964778,1.73
5964779,2.2
5964780,3.46
5964781,1.53
5964782,3.22
5964783,1.68
5964784,1.37
5964785,3.62
5964786,12.68
5964787,1.01
5964788,6.51
5964789,5.74
5964790,1.04
5964791,18.07
5964792,1.14
5964793,7.62
5964794,1.27
5964795,2.08
5964796,3.03
5964797,3.35
5964798,5.67
5964799,1.1
5964800,18.44
5964801,2.15
5964802,1.5
5964803,3.48
5964804,1.87
5964805,3.01
5964806,2.22
5964807,1.48
5964808,2.75
5964809,3.65
5964810,2.55
5964811,2.54
5964812,1.67
5964813,1.9
5964814,1.59
5964815,1.91
5964816,1.12
5964817,1.31
5964818,1.83
5964819,1.44
5964820,1.67
5964821,2.12
5964822,5.12
5964823,5.33
5964824,1.71
5964825,3.1
5964826,10.25
5964827,1.53
5964828,1.59
5964829,1.6
5964830,3.64
5964831,1.3
5964832,12.26
5964833,1.07
5964834,1.67
5964835,1.5
5964836,1.76
5964837,16.03
5964838,3.88
5964839,20.25
5964840,1.23
5964841,3.76
5964842,1.08
5964843,3.14
5964844,1.02
5964845,1.74
5964846,27.71
5964847,1.92
5964848,1.17
5964849,1.27
5964850,8.31
5964851,4.14
5964852,1.13
5964853,1.58
5964854,11.11
5964855,1.64
5964856,1.34
5964857,1.21
5964858,1.86
5964859,1.34
5964860,1.28
5964861,5.94
5964862,1.53
5964863,4.36
5964864,1.87
5964865,1.27
5964866,1.08
5964867,9.25
5964868,1.06
5964869,1.48
5964870,1.02
5964871,1.64
5964872,1.69
5964873,2.7
5964874,1.33
5964875,5.5
5964876,1.1
5964877,2.33
5964878,3.57
5964879,4.63
5964880,1.13
5964881,38.13
5964882,1.38
5964883,4.69
5964884,4.66
5964885,1.64
5964886,5.75
5964887,2.64
5964888,1.19
5964889,1.3
5964890,2.46
5964891,4.14
5964892,1.06
5964893,10.12
5964894,1.65
5964895,207.12
5964896,1.62
5964897,3.9
5964898,1.32
5964899,5.94
5964900,1.08
5964901,7.98
5964902,2.94
5964903,12.63
5964904,1.45
5964905,3.94
5964906,3.02
5964907,1.1
5964908,3.77
5964909,1.35
5964910,1.26
5964911,2.4
5964912,71.95
5964913,1.21
5964914,1.79
5964915,0
5964916,14.56
5964917,1.65
5964918,3.59
5964919,2.8
5964920,84.46
5964921,2.28
5964922,1.07
5964923,13.37
5964924,1.45
5964925,7.53
5964926,1.3
5964927,1.4
5964928,1.12
5964929,3.22
5964930,12.03
5964931,1.11
5964932,1.28
5964933,2.32
5964934,1.06
5964935,1.84
5964936,1.17
5964937,1.3
5964938,1.44
5964939,15.65
5964940,8.84
5964941,1.22
5964942,8.97
5964943,1.06
5964944,1.14
5964945,1.52
5964946,2.2
5964947,2.32
5964948,1.87
5964949,1.09
5964950,1.53
5964951,6.01
5964952,1.28
5964953,2.73
5964954,1.71
5964955,5.1
5964956,1.37
5964957,1.39
5964958,8.12
5964959,1.37
5964960,1.09
5964961,1.11
5964962,4.92
5964963,1.07
5964964,14.8
5964965,4.35
5964966,15.62
5964967,21.05
5964968,1.03
5964969,1.52
5964970,1.87
5964971,1.59
5964972,2.69
5964973,5.79
5964974,1.9
5964975,6.71
5964976,3.98
5964977,12.39
5964978,45.71
5964979,3.29
5964980,2.96
5964981,2.1
5964982,1.42
5964983,1.5
5964984,2.65
5964985,1.16
5964986,12.56
5964987,17.84
5964988,1.43
5964989,1.71
5964990,1.23
5964991,3.34
5964992,18.16
5964993,1.28
5964994,2.96
5964995,1.45
5964996,1.67
5964997,1.22
5964998,1.05
5964999,2.14
5965000,1.82
5965001,3.93
5965002,1.4
5965003,1.07
5965004,1.21
5965005,1.18
5965006,1.59
5965007,1.25
5965008,1.04
5965009,1.64
5965010,3.41
5965011,1.57
5965012,1.04
5965013,1.28
5965014,1.57
5965015,1.87
5965016,3.31
5965017,1.8
5965018,14.45
5965019,4.9
5965020,2.31
5965021,8.67
5965022,2.17
5965023,1.03
5965024,12.12
5965025,5.47
5965026,1.05
5965027,16.21
5965028,1.04
5965029,1.08
5965030,1.7
5965031,2.33
5965032,21.78
5965033,1.27
5965034,1.56
5965035,1.04
5965036,3.1
5965037,1.04
5965038,1.94
5965039,1.13
5965040,1.23
5965041,2.43
5965042,2.52
5965043,1.78
5965044,1.2
5965045,2.38
5965046,1.16
5965047,1.41
5965048,17.06
5965049,1.6
5965050,1.28
5965051,1.09
5965052,1.3
5965053,4.71
5965054,2.32
5965055,4.3
5965056,1.07
5965057,1.13
5965058,10.86
5965059,3.33
5965060,1.08
5965061,5.02
5965062,1.91
5965063,2.84
5965064,1.69
5965065,2.64
5965066,3.72
5965067,2.02
5965068,2.45
5965069,1.31
5965070,1.04
5965071,9.69
5965072,9.23
5965073,2.5
5965074,1.01
5965075,1.25
5965076,1.43
5965077,4.75
5965078,1.07
5965079,2.71
5965080,4.65
5965081,1.41
5965082,3.63
5965083,1.21
5965084,1.12
5965085,1.95
5965086,34.45
5965087,6.59
5965088,3.32
5965089,2.64
5965090,19.57
5965091,1.04
5965092,2.04
5965093,1.92
5965094,1.03
5965095,1.79
5965096,2.29
5965097,3.3
5965098,1.5
5965099,20.61
5965100,1.82
5965101,6.65
5965102,2.52
5965103,2.74
5965104,1.37
5965105,2.08
5965106,1.52
5965107,4.42
5965108,2.09
5965109,7.9
5965110,4.99
5965111,4.47
5965112,2
5965113,1.34
5965114,1.38
5965115,2.73
5965116,12.56
5965117,1.63
5965118,1.48
5965119,1.54
5965120,16.32
5965121,2.67
5965122,11.63
5965123,3.97
5965124,1.72
5965125,2.06
5965126,1.2
5965127,3.37
5965128,1.16
5965129,3.2
5965130,1.51
5965131,1.95
