gameId,crash
5949325,182.68
5949326,1.44
5949327,5.14
5949328,5.27
5949329,1.07
5949330,1.47
5949331,6.08
5949332,2.23
5949333,1.69
5949334,2.07
5949335,2.05
5949336,1.99
5949337,2.22
5949338,2.01
5949339,1.12
5949340,5.42
5949341,1.47
5949342,10.27
5949343,1.76
5949344,1.12
5949345,2.07
5949346,3.68
5949347,8.36
5949348,3.27
5949349,1.21
5949350,1.63
5949351,1.39
5949352,1.04
5949353,2.52
5949354,59.49
5949355,4.06
5949356,1.23
5949357,197.06
5949358,1.94
5949359,28.63
5949360,1.17
5949361,1.18
5949362,1.17
5949363,81.18
5949364,2.1
5949365,1.98
5949366,1.14
5949367,1.37
5949368,10.97
5949369,1.12
5949370,4.86
5949371,1.08
5949372,2.47
5949373,5.47
5949374,1.61
5949375,1.13
5949376,1.37
5949377,1.35
5949378,3.54
5949379,1.99
5949380,2.39
5949381,4.9
5949382,20.12
5949383,2.25
5949384,3.37
5949385,1.44
5949386,1.52
5949387,2.42
5949388,1.83
5949389,8.78
5949390,1.45
5949391,1.42
5949392,1.63
5949393,4.42
5949394,2.11
5949395,4.02
5949396,5.6
5949397,159.63
5949398,2.05
5949399,1.77
5949400,1.41
5949401,1.61
5949402,93.37
5949403,1.09
5949404,5.38
5949405,2.18
5949406,1.86
5949407,1.52
5949408,1.45
5949409,0
5949410,651.3
5949411,1.21
5949412,2.06
5949413,4.37
5949414,35.38
5949415,1.75
5949416,3.22
5949417,2.15
5949418,1.09
5949419,1.66
5949420,39.44
5949421,2.97
5949422,18.13
5949423,1.52
5949424,2.5
5949425,2.53
5949426,1.02
5949427,6.23
5949428,1
5949429,1.83
5949430,22.45
5949431,1.77
5949432,5.45
5949433,1.85
5949434,2.28
5949435,113.77
5949436,1.01
5949437,1.74
5949438,1.14
5949439,1.03
5949440,1.13
5949441,3.49
5949442,2.18
5949443,3.72
5949444,1.77
5949445,1.18
5949446,5.08
5949447,1
5949448,2.71
5949449,2.65
5949450,1.24
5949451,1.97
5949452,1.35
5949453,6.58
5949454,1.44
5949455,1.5
5949456,2.06
5949457,2.92
5949458,1.5
5949459,1.26
5949460,1.08
5949461,1.07
5949462,1.6
5949463,1.15
5949464,1.41
5949465,18.41
5949466,1.78
5949467,4.82
5949468,4.1
5949469,1.12
5949470,1.28
5949471,1.41
5949472,823.7
5949473,1.95
5949474,1.58
5949475,5.48
5949476,20.96
5949477,2.16
5949478,1.34
5949479,2.76
5949480,1.73
5949481,3.1
5949482,1.58
5949483,7.34
5949484,297.94
5949485,2.2
5949486,8.11
5949487,1.67
5949488,1.16
5949489,1.27
5949490,1.53
5949491,1.63
5949492,1.05
5949493,1.23
5949494,38.06
5949495,1.34
5949496,1.14
5949497,2.34
5949498,1.64
5949499,1.81
5949500,1.45
5949501,1.14
5949502,8.97
5949503,3.2
5949504,2.61
5949505,1.38
5949506,1.02
5949507,1.27
5949508,1.78
5949509,3.95
5949510,2.33
5949511,4.28
5949512,2.65
5949513,1
5949514,4.29
5949515,1.97
5949516,1.08
5949517,3.24
5949518,1.65
5949519,7.93
5949520,3.67
5949521,5.06
5949522,3.83
5949523,1.2
5949524,1.43
5949525,4.14
5949526,3.1
5949527,1.07
5949528,1.42
5949529,3.35
5949530,1.22
5949531,3.01
5949532,6.56
5949533,1.14
5949534,1.08
5949535,1.24
5949536,1.76
5949537,3.68
5949538,5.49
5949539,1.17
5949540,8.6
5949541,4.84
5949542,4.82
5949543,1.93
5949544,1.08
5949545,1.07
5949546,4.27
5949547,2.44
5949548,1.89
5949549,5.05
5949550,1.15
5949551,1.01
5949552,7.98
5949553,3.25
5949554,1.51
5949555,2.61
5949556,1.14
5949557,4.88
5949558,2.23
5949559,1.01
5949560,4.11
5949561,2.93
5949562,2.1
5949563,1.23
5949564,1.85
5949565,4.34
5949566,16.86
5949567,8.8
5949568,7.69
5949569,1.78
5949570,1.46
5949571,1.49
5949572,1.75
5949573,7.54
5949574,5.67
5949575,8.05
5949576,1.15
5949577,1.1
5949578,1.02
5949579,1.1
5949580,2.55
5949581,106.25
5949582,8.73
5949583,1.71
5949584,151.94
5949585,1.43
5949586,1.18
5949587,2.17
5949588,1.29
5949589,1.57
5949590,4.78
5949591,7.77
5949592,2.23
5949593,1.8
5949594,1.54
5949595,2.06
5949596,1.21
5949597,1.47
5949598,4.17
5949599,10.52
5949600,2.23
5949601,61.89
5949602,1.1
5949603,1.2
5949604,1.73
5949605,1.18
5949606,6.41
5949607,2.72
5949608,84.45
5949609,1.09
5949610,1.64
5949611,6.94
5949612,1.16
5949613,1.17
5949614,6.58
5949615,1.03
5949616,1.96
5949617,1.97
5949618,1.58
5949619,10.53
5949620,11.68
5949621,8.52
5949622,6.97
5949623,2.44
5949624,1.92
5949625,1.27
5949626,1.62
5949627,1.69
5949628,1.88
5949629,1.43
5949630,91.78
5949631,1.33
5949632,1.4
5949633,3.08
5949634,5.62
5949635,2.17
5949636,11.72
5949637,1.37
5949638,1.3
5949639,1.41
5949640,1.03
5949641,2.73
5949642,1.93
5949643,2.5
5949644,1.5
5949645,1.33
5949646,2.87
5949647,2.97
5949648,4.08
5949649,2.98
5949650,1.87
5949651,1.02
5949652,3.29
5949653,3.17
5949654,1.68
5949655,2.74
5949656,1.77
5949657,1.86
5949658,2.21
5949659,2.2
5949660,1.62
5949661,1.75
5949662,1.76
5949663,10.09
5949664,1.18
5949665,5.02
5949666,20.51
5949667,1.33
5949668,1.58
5949669,2.54
5949670,7.58
5949671,1.32
5949672,1.07
5949673,1
5949674,1.33
5949675,3.87
5949676,1.51
5949677,1.4
5949678,3.37
5949679,1.18
5949680,2.1
5949681,1.12
5949682,4.92
5949683,1.55
5949684,1.33
5949685,1.59
5949686,15.26
5949687,1.19
5949688,2.83
5949689,1.51
5949690,1.6
5949691,1.35
5949692,1.62
5949693,1.97
5949694,1.18
5949695,1.17
5949696,2.4
5949697,5.28
5949698,1.06
5949699,4.16
5949700,1.03
5949701,1.53
5949702,1.02
5949703,78.89
5949704,1.43
5949705,1.23
5949706,5.38
5949707,1.12
5949708,1.82
5949709,1.74
5949710,5.6
5949711,1.39
5949712,1.33
5949713,1.38
5949714,1.2
5949715,1.25
5949716,13.76
5949717,6.55
5949718,1.88
5949719,2.16
5949720,2.17
5949721,50.04
5949722,1.6
5949723,1.66
5949724,2.67
5949725,1.09
5949726,1.7
5949727,2.64
5949728,1.3
5949729,1.89
5949730,1
5949731,5.73
5949732,9.18
5949733,13.47
5949734,2.44
5949735,3.96
5949736,3.2
5949737,1.45
5949738,1.73
5949739,1.75
5949740,3.61
5949741,3.34
5949742,1.21
5949743,8.32
5949744,1.03
5949745,6.42
5949746,3.92
5949747,2.46
5949748,1.37
5949749,102.11
5949750,2.21
5949751,1.25
5949752,1.83
